AN_REFERENCIA;NM_MUNICIPIO_IES_CAPES;SG_UF_IES_CAPES;NM_REGIAO_IES_CAPES;CD_IES_CAPES;NM_IES_CAPES;SG_IES_CAPES;NM_NATUREZA_JURIDICA;SG_PROGRAMA_FOMENTO;CD_PROGRAMA;NM_PROGRAMA;NM_GRANDE_AREA;NM_AREA_AVALIACAO;NM_AREA_CONHECIMENTO;NM_NIVEL_PADRAO;QT_BOLSAS_CONCEDIDAS
2010;SALVADOR;BA;NORDESTE;28001010;UNIVERSIDADE FEDERAL DA BAHIA;UFBA;FEDERAL;CIMAR;28001010005P4;GEOLOGIA;CIÊNCIAS EXATAS E DA TERRA;GEOCIÊNCIAS;GEOLOGIA;DOUTORADO;1
2010;SALVADOR;BA;NORDESTE;28001010;UNIVERSIDADE FEDERAL DA BAHIA;UFBA;FEDERAL;CIMAR;28001010005P4;GEOLOGIA;CIÊNCIAS EXATAS E DA TERRA;GEOCIÊNCIAS;GEOLOGIA;MESTRADO;1
2010;SALVADOR;BA;NORDESTE;28001010;UNIVERSIDADE FEDERAL DA BAHIA;UFBA;FEDERAL;CIMAR;28001010005P4;GEOLOGIA;CIÊNCIAS EXATAS E DA TERRA;GEOCIÊNCIAS;GEOLOGIA;PÓS-DOUTORADO;1
2010;SALVADOR;BA;NORDESTE;28001010;UNIVERSIDADE FEDERAL DA BAHIA;UFBA;FEDERAL;CIMAR;28001010007P7;GEOFÍSICA;CIÊNCIAS EXATAS E DA TERRA;GEOCIÊNCIAS;GEOFÍSICA;DOUTORADO;4
2010;SALVADOR;BA;NORDESTE;28001010;UNIVERSIDADE FEDERAL DA BAHIA;UFBA;FEDERAL;CIMAR;28001010007P7;GEOFÍSICA;CIÊNCIAS EXATAS E DA TERRA;GEOCIÊNCIAS;GEOFÍSICA;PÓS-DOUTORADO;1
2010;VITÓRIA;ES;SUDESTE;30001013;UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO;UFES;FEDERAL;CIMAR;30001013031P8;OCEANOGRAFIA AMBIENTAL;CIÊNCIAS BIOLÓGICAS;CIÊNCIAS BIOLÓGICAS I;BIOLOGIA GERAL;DOUTORADO;1
2010;VITÓRIA;ES;SUDESTE;30001013;UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO;UFES;FEDERAL;CIMAR;30001013031P8;OCEANOGRAFIA AMBIENTAL;CIÊNCIAS BIOLÓGICAS;CIÊNCIAS BIOLÓGICAS I;BIOLOGIA GERAL;MESTRADO;1
2010;VITÓRIA;ES;SUDESTE;30001013;UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO;UFES;FEDERAL;CIMAR;30001013031P8;OCEANOGRAFIA AMBIENTAL;CIÊNCIAS BIOLÓGICAS;CIÊNCIAS BIOLÓGICAS I;BIOLOGIA GERAL;PÓS-DOUTORADO;1
2010;RIO DE JANEIRO;RJ;SUDESTE;31001017;UNIVERSIDADE FEDERAL DO RIO DE JANEIRO;UFRJ;FEDERAL;CIMAR;31001017012P6;CIÊNCIAS BIOLÓGICAS (BIOFÍSICA);CIÊNCIAS BIOLÓGICAS;CIÊNCIAS BIOLÓGICAS II;BIOFÍSICA;DOUTORADO;4
2010;RIO DE JANEIRO;RJ;SUDESTE;31001017;UNIVERSIDADE FEDERAL DO RIO DE JANEIRO;UFRJ;FEDERAL;CIMAR;31001017012P6;CIÊNCIAS BIOLÓGICAS (BIOFÍSICA);CIÊNCIAS BIOLÓGICAS;CIÊNCIAS BIOLÓGICAS II;BIOFÍSICA;MESTRADO;2
2010;RIO DE JANEIRO;RJ;SUDESTE;31001017;UNIVERSIDADE FEDERAL DO RIO DE JANEIRO;UFRJ;FEDERAL;CIMAR;31001017012P6;CIÊNCIAS BIOLÓGICAS (BIOFÍSICA);CIÊNCIAS BIOLÓGICAS;CIÊNCIAS BIOLÓGICAS II;BIOFÍSICA;PÓS-DOUTORADO;1
2010;RIO DE JANEIRO;RJ;SUDESTE;31001017;UNIVERSIDADE FEDERAL DO RIO DE JANEIRO;UFRJ;FEDERAL;CIMAR;31001017032P7;ENGENHARIA OCEÂNICA;ENGENHARIAS;ENGENHARIAS III;ENGENHARIA NAVAL E OCEÂNICA;DOUTORADO;1
2010;RIO DE JANEIRO;RJ;SUDESTE;31001017;UNIVERSIDADE FEDERAL DO RIO DE JANEIRO;UFRJ;FEDERAL;CIMAR;31001017032P7;ENGENHARIA OCEÂNICA;ENGENHARIAS;ENGENHARIAS III;ENGENHARIA NAVAL E OCEÂNICA;MESTRADO;1
2010;RIO DE JANEIRO;RJ;SUDESTE;31001017;UNIVERSIDADE FEDERAL DO RIO DE JANEIRO;UFRJ;FEDERAL;CIMAR;31001017032P7;ENGENHARIA OCEÂNICA;ENGENHARIAS;ENGENHARIAS III;ENGENHARIA NAVAL E OCEÂNICA;PÓS-DOUTORADO;1
2010;RIO DE JANEIRO;RJ;SUDESTE;31001017;UNIVERSIDADE FEDERAL DO RIO DE JANEIRO;UFRJ;FEDERAL;CIMAR;31001017096P5;ECOLOGIA;CIÊNCIAS BIOLÓGICAS;BIODIVERSIDADE;ECOLOGIA;DOUTORADO;1
2010;RIO DE JANEIRO;RJ;SUDESTE;31001017;UNIVERSIDADE FEDERAL DO RIO DE JANEIRO;UFRJ;FEDERAL;CIMAR;31001017096P5;ECOLOGIA;CIÊNCIAS BIOLÓGICAS;BIODIVERSIDADE;ECOLOGIA;MESTRADO;1
2010;NITERÓI;RJ;SUDESTE;31003010;UNIVERSIDADE FEDERAL FLUMINENSE;UFF;FEDERAL;CIMAR;31003010029P2;DINÂMICA DOS OCEANOS E DA TERRA;CIÊNCIAS EXATAS E DA TERRA;GEOCIÊNCIAS;GEOCIÊNCIAS;DOUTORADO;4
2010;NITERÓI;RJ;SUDESTE;31003010;UNIVERSIDADE FEDERAL FLUMINENSE;UFF;FEDERAL;CIMAR;31003010029P2;DINÂMICA DOS OCEANOS E DA TERRA;CIÊNCIAS EXATAS E DA TERRA;GEOCIÊNCIAS;GEOCIÊNCIAS;MESTRADO;3
2010;NITERÓI;RJ;SUDESTE;31003010;UNIVERSIDADE FEDERAL FLUMINENSE;UFF;FEDERAL;CIMAR;31003010031P7;ANTROPOLOGIA;CIÊNCIAS HUMANAS;ANTROPOLOGIA / ARQUEOLOGIA;ANTROPOLOGIA;DOUTORADO;6
2010;NITERÓI;RJ;SUDESTE;31003010;UNIVERSIDADE FEDERAL FLUMINENSE;UFF;FEDERAL;CIMAR;31003010031P7;ANTROPOLOGIA;CIÊNCIAS HUMANAS;ANTROPOLOGIA / ARQUEOLOGIA;ANTROPOLOGIA;MESTRADO;6
2010;NITERÓI;RJ;SUDESTE;31003010;UNIVERSIDADE FEDERAL FLUMINENSE;UFF;FEDERAL;CIMAR;31003010031P7;ANTROPOLOGIA;CIÊNCIAS HUMANAS;ANTROPOLOGIA / ARQUEOLOGIA;ANTROPOLOGIA;PÓS-DOUTORADO;2
2010;RIO DE JANEIRO;RJ;SUDESTE;31004016;UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO;UERJ;ESTADUAL;CIMAR;31004016054P0;OCEANOGRAFIA;CIÊNCIAS EXATAS E DA TERRA;GEOCIÊNCIAS;OCEANOGRAFIA GEOLÓGICA;MESTRADO;2
2010;RIO DE JANEIRO;RJ;SUDESTE;31004016;UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO;UERJ;ESTADUAL;CIMAR;31004016054P0;OCEANOGRAFIA;CIÊNCIAS EXATAS E DA TERRA;GEOCIÊNCIAS;OCEANOGRAFIA GEOLÓGICA;PÓS-DOUTORADO;2
2010;RIO DE JANEIRO;RJ;SUDESTE;31005012;PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO DE JANEIRO;PUC-RIO;PARTICULAR;CIMAR;31005012005P5;QUÍMICA;CIÊNCIAS EXATAS E DA TERRA;QUÍMICA;QUÍMICA;DOUTORADO;8
2010;RIO DE JANEIRO;RJ;SUDESTE;31005012;PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO DE JANEIRO;PUC-RIO;PARTICULAR;CIMAR;31005012005P5;QUÍMICA;CIÊNCIAS EXATAS E DA TERRA;QUÍMICA;QUÍMICA;MESTRADO;4
2010;RIO DE JANEIRO;RJ;SUDESTE;31005012;PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO DE JANEIRO;PUC-RIO;PARTICULAR;CIMAR;31005012005P5;QUÍMICA;CIÊNCIAS EXATAS E DA TERRA;QUÍMICA;QUÍMICA;PÓS-DOUTORADO;3
2010;SÃO PAULO;SP;SUDESTE;33002010;UNIVERSIDADE DE SÃO PAULO;USP;ESTADUAL;CIMAR;33002010015P7;OCEANOGRAFIA (OCEANOGRAFIA FÍSICA);CIÊNCIAS EXATAS E DA TERRA;GEOCIÊNCIAS;GEOCIÊNCIAS;MESTRADO;1
2010;SÃO PAULO;SP;SUDESTE;33002010;UNIVERSIDADE DE SÃO PAULO;USP;ESTADUAL;CIMAR;33002010025P2;OCEANOGRAFIA (OCEANOGRAFIA BIOLÓGICA);CIÊNCIAS EXATAS E DA TERRA;BIODIVERSIDADE;OCEANOGRAFIA BIOLÓGICA;DOUTORADO;2
2010;SÃO PAULO;SP;SUDESTE;33002010;UNIVERSIDADE DE SÃO PAULO;USP;ESTADUAL;CIMAR;33002010025P2;OCEANOGRAFIA (OCEANOGRAFIA BIOLÓGICA);CIÊNCIAS EXATAS E DA TERRA;BIODIVERSIDADE;OCEANOGRAFIA BIOLÓGICA;MESTRADO;1
2010;SÃO PAULO;SP;SUDESTE;33002010;UNIVERSIDADE DE SÃO PAULO;USP;ESTADUAL;CIMAR;33002010025P2;OCEANOGRAFIA (OCEANOGRAFIA BIOLÓGICA);CIÊNCIAS EXATAS E DA TERRA;BIODIVERSIDADE;OCEANOGRAFIA BIOLÓGICA;PÓS-DOUTORADO;1
2010;SÃO PAULO;SP;SUDESTE;33002010;UNIVERSIDADE DE SÃO PAULO;USP;ESTADUAL;CIMAR;33002010165P9;ZOOTECNIA;CIÊNCIAS AGRÁRIAS;ZOOTECNIA / RECURSOS PESQUEIROS;ZOOTECNIA;DOUTORADO;1
2010;SÃO PAULO;SP;SUDESTE;33002010;UNIVERSIDADE DE SÃO PAULO;USP;ESTADUAL;CIMAR;33002010165P9;ZOOTECNIA;CIÊNCIAS AGRÁRIAS;ZOOTECNIA / RECURSOS PESQUEIROS;ZOOTECNIA;MESTRADO;1
2010;PIRACICABA;SP;SUDESTE;33002061;USP ( CENTRO DE ENERGIA NUCLEAR NA AGRICULTURA );USP/CENA;ESTADUAL;CIMAR;33002061001P3;CIÊNCIAS (ENERGIA NUCLEAR NA AGRICULTURA);CIÊNCIAS AGRÁRIAS;CIÊNCIAS AGRÁRIAS I;AGRONOMIA;DOUTORADO;2
2010;PIRACICABA;SP;SUDESTE;33002061;USP ( CENTRO DE ENERGIA NUCLEAR NA AGRICULTURA );USP/CENA;ESTADUAL;CIMAR;33002061001P3;CIÊNCIAS (ENERGIA NUCLEAR NA AGRICULTURA);CIÊNCIAS AGRÁRIAS;CIÊNCIAS AGRÁRIAS I;AGRONOMIA;MESTRADO;2
2010;PIRACICABA;SP;SUDESTE;33002061;USP ( CENTRO DE ENERGIA NUCLEAR NA AGRICULTURA );USP/CENA;ESTADUAL;CIMAR;33002061001P3;CIÊNCIAS (ENERGIA NUCLEAR NA AGRICULTURA);CIÊNCIAS AGRÁRIAS;CIÊNCIAS AGRÁRIAS I;AGRONOMIA;PÓS-DOUTORADO;1
2010;CAMPINAS;SP;SUDESTE;33003017;UNIVERSIDADE ESTADUAL DE CAMPINAS;UNICAMP;ESTADUAL;CIMAR;33003017082P2;AMBIENTE E SOCIEDADE;MULTIDISCIPLINAR;INTERDISCIPLINAR;MEIO AMBIENTE E AGRÁRIAS;DOUTORADO;2
2010;CAMPINAS;SP;SUDESTE;33003017;UNIVERSIDADE ESTADUAL DE CAMPINAS;UNICAMP;ESTADUAL;CIMAR;33003017082P2;AMBIENTE E SOCIEDADE;MULTIDISCIPLINAR;INTERDISCIPLINAR;MEIO AMBIENTE E AGRÁRIAS;MESTRADO;1
2010;JABOTICABAL;SP;SUDESTE;33004102;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( JABOTICABAL );UNESP-JAB;ESTADUAL;CIMAR;33004102049P7;AQÜICULTURA;CIÊNCIAS AGRÁRIAS;ZOOTECNIA / RECURSOS PESQUEIROS;RECURSOS PESQUEIROS E ENGENHARIA DE PESCA;DOUTORADO;2
2010;JABOTICABAL;SP;SUDESTE;33004102;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( JABOTICABAL );UNESP-JAB;ESTADUAL;CIMAR;33004102049P7;AQÜICULTURA;CIÊNCIAS AGRÁRIAS;ZOOTECNIA / RECURSOS PESQUEIROS;RECURSOS PESQUEIROS E ENGENHARIA DE PESCA;MESTRADO;1
2010;SÃO JOSÉ DOS CAMPOS;SP;SUDESTE;33011010;INSTITUTO TECNOLÓGICO DE AERONÁUTICA;ITA;FEDERAL;CIMAR;33011010009P6;ENGENHARIA DE INFRA-ESTRUTURA AERONÁUTICA;ENGENHARIAS;ENGENHARIAS I;ENGENHARIA DE TRANSPORTES;DOUTORADO;4
2010;SÃO JOSÉ DOS CAMPOS;SP;SUDESTE;33011010;INSTITUTO TECNOLÓGICO DE AERONÁUTICA;ITA;FEDERAL;CIMAR;33011010009P6;ENGENHARIA DE INFRA-ESTRUTURA AERONÁUTICA;ENGENHARIAS;ENGENHARIAS I;ENGENHARIA DE TRANSPORTES;MESTRADO;5
2010;SÃO JOSÉ DOS CAMPOS;SP;SUDESTE;33011010;INSTITUTO TECNOLÓGICO DE AERONÁUTICA;ITA;FEDERAL;CIMAR;33011010009P6;ENGENHARIA DE INFRA-ESTRUTURA AERONÁUTICA;ENGENHARIAS;ENGENHARIAS I;ENGENHARIA DE TRANSPORTES;PÓS-DOUTORADO;1
2010;SÃO PAULO;SP;SUDESTE;33132011;INSTITUTO DE PESCA - APTA - SEC. DE AGR. E ABAST. - SP;IP;ESTADUAL;CIMAR;33132011001P9;AQUICULTURA E PESCA;CIÊNCIAS AGRÁRIAS;ZOOTECNIA / RECURSOS PESQUEIROS;RECURSOS PESQUEIROS E ENGENHARIA DE PESCA;MESTRADO;3
2010;CURITIBA;PR;SUL;40001016;UNIVERSIDADE FEDERAL DO PARANÁ;UFPR;FEDERAL;CIMAR;40001016054P6;SISTEMAS COSTEIROS E OCEÂNICOS;CIÊNCIAS BIOLÓGICAS;BIODIVERSIDADE;ECOLOGIA;DOUTORADO;6
2010;CURITIBA;PR;SUL;40001016;UNIVERSIDADE FEDERAL DO PARANÁ;UFPR;FEDERAL;CIMAR;40001016054P6;SISTEMAS COSTEIROS E OCEÂNICOS;CIÊNCIAS BIOLÓGICAS;BIODIVERSIDADE;ECOLOGIA;MESTRADO;6
2010;CURITIBA;PR;SUL;40001016;UNIVERSIDADE FEDERAL DO PARANÁ;UFPR;FEDERAL;CIMAR;40001016054P6;SISTEMAS COSTEIROS E OCEÂNICOS;CIÊNCIAS BIOLÓGICAS;BIODIVERSIDADE;ECOLOGIA;PÓS-DOUTORADO;2
2010;FLORIANÓPOLIS;SC;SUL;41001010;UNIVERSIDADE FEDERAL DE SANTA CATARINA;UFSC;FEDERAL;CIMAR;41001010018P6;SOCIOLOGIA E CIÊNCIA POLÍTICA;CIÊNCIAS HUMANAS;SOCIOLOGIA;OUTRAS SOCIOLOGIAS ESPECÍFICAS;DOUTORADO;2
2010;FLORIANÓPOLIS;SC;SUL;41001010;UNIVERSIDADE FEDERAL DE SANTA CATARINA;UFSC;FEDERAL;CIMAR;41001010018P6;SOCIOLOGIA E CIÊNCIA POLÍTICA;CIÊNCIAS HUMANAS;SOCIOLOGIA;OUTRAS SOCIOLOGIAS ESPECÍFICAS;MESTRADO;1
2010;FLORIANÓPOLIS;SC;SUL;41001010;UNIVERSIDADE FEDERAL DE SANTA CATARINA;UFSC;FEDERAL;CIMAR;41001010019P2;AQUICULTURA;CIÊNCIAS AGRÁRIAS;ZOOTECNIA / RECURSOS PESQUEIROS;RECURSOS PESQUEIROS E ENGENHARIA DE PESCA;DOUTORADO;4
2010;FLORIANÓPOLIS;SC;SUL;41001010;UNIVERSIDADE FEDERAL DE SANTA CATARINA;UFSC;FEDERAL;CIMAR;41001010019P2;AQUICULTURA;CIÊNCIAS AGRÁRIAS;ZOOTECNIA / RECURSOS PESQUEIROS;RECURSOS PESQUEIROS E ENGENHARIA DE PESCA;MESTRADO;2
2010;FLORIANÓPOLIS;SC;SUL;41001010;UNIVERSIDADE FEDERAL DE SANTA CATARINA;UFSC;FEDERAL;CIMAR;41001010069P0;BIOQUÍMICA;CIÊNCIAS BIOLÓGICAS;CIÊNCIAS BIOLÓGICAS II;BIOQUÍMICA;DOUTORADO;2
2010;FLORIANÓPOLIS;SC;SUL;41001010;UNIVERSIDADE FEDERAL DE SANTA CATARINA;UFSC;FEDERAL;CIMAR;41001010069P0;BIOQUÍMICA;CIÊNCIAS BIOLÓGICAS;CIÊNCIAS BIOLÓGICAS II;BIOQUÍMICA;MESTRADO;1
2010;FLORIANÓPOLIS;SC;SUL;41001010;UNIVERSIDADE FEDERAL DE SANTA CATARINA;UFSC;FEDERAL;CIMAR;41001010074P3;BIOLOGIA CELULAR E DO DESENVOLVIMENTO;CIÊNCIAS BIOLÓGICAS;CIÊNCIAS BIOLÓGICAS I;BIOLOGIA GERAL;DOUTORADO;1
2010;FLORIANÓPOLIS;SC;SUL;41001010;UNIVERSIDADE FEDERAL DE SANTA CATARINA;UFSC;FEDERAL;CIMAR;41001010074P3;BIOLOGIA CELULAR E DO DESENVOLVIMENTO;CIÊNCIAS BIOLÓGICAS;CIÊNCIAS BIOLÓGICAS I;BIOLOGIA GERAL;MESTRADO;2
2010;FLORIANÓPOLIS;SC;SUL;41001010;UNIVERSIDADE FEDERAL DE SANTA CATARINA;UFSC;FEDERAL;CIMAR;41001010074P3;BIOLOGIA CELULAR E DO DESENVOLVIMENTO;CIÊNCIAS BIOLÓGICAS;CIÊNCIAS BIOLÓGICAS I;BIOLOGIA GERAL;PÓS-DOUTORADO;1
2010;ITAJAÍ;SC;SUL;41005015;UNIVERSIDADE DO VALE DO ITAJAÍ;UNIVALI;PARTICULAR;CIMAR;41005015004P7;CIÊNCIA E TECNOLOGIA AMBIENTAL;MULTIDISCIPLINAR;INTERDISCIPLINAR;ENGENHARIA/TECNOLOGIA/GESTÃO;DOUTORADO;6
2010;ITAJAÍ;SC;SUL;41005015;UNIVERSIDADE DO VALE DO ITAJAÍ;UNIVALI;PARTICULAR;CIMAR;41005015004P7;CIÊNCIA E TECNOLOGIA AMBIENTAL;MULTIDISCIPLINAR;INTERDISCIPLINAR;ENGENHARIA/TECNOLOGIA/GESTÃO;MESTRADO;6
2010;PORTO ALEGRE;RS;SUL;42001013;UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL;UFRGS;FEDERAL;CIMAR;42001013005P0;GEOCIÊNCIAS;CIÊNCIAS EXATAS E DA TERRA;GEOCIÊNCIAS;GEOCIÊNCIAS;DOUTORADO;2
2010;PORTO ALEGRE;RS;SUL;42001013;UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL;UFRGS;FEDERAL;CIMAR;42001013005P0;GEOCIÊNCIAS;CIÊNCIAS EXATAS E DA TERRA;GEOCIÊNCIAS;GEOCIÊNCIAS;MESTRADO;1
2010;SANTA MARIA;RS;SUL;42002010;UNIVERSIDADE FEDERAL DE SANTA MARIA;UFSM;FEDERAL;CIMAR;42002010040P0;METEOROLOGIA;CIÊNCIAS EXATAS E DA TERRA;GEOCIÊNCIAS;METEOROLOGIA;DOUTORADO;1
2010;SANTA MARIA;RS;SUL;42002010;UNIVERSIDADE FEDERAL DE SANTA MARIA;UFSM;FEDERAL;CIMAR;42002010040P0;METEOROLOGIA;CIÊNCIAS EXATAS E DA TERRA;GEOCIÊNCIAS;METEOROLOGIA;MESTRADO;1
2010;RIO GRANDE;RS;SUL;42004012;UNIVERSIDADE FEDERAL DO RIO GRANDE;FURG;FEDERAL;CIMAR;42004012001P4;OCEANOGRAFIA BIOLÓGICA;CIÊNCIAS EXATAS E DA TERRA;BIODIVERSIDADE;OCEANOGRAFIA BIOLÓGICA;DOUTORADO;7
2010;RIO GRANDE;RS;SUL;42004012;UNIVERSIDADE FEDERAL DO RIO GRANDE;FURG;FEDERAL;CIMAR;42004012001P4;OCEANOGRAFIA BIOLÓGICA;CIÊNCIAS EXATAS E DA TERRA;BIODIVERSIDADE;OCEANOGRAFIA BIOLÓGICA;MESTRADO;2
2010;RIO GRANDE;RS;SUL;42004012;UNIVERSIDADE FEDERAL DO RIO GRANDE;FURG;FEDERAL;CIMAR;42004012001P4;OCEANOGRAFIA BIOLÓGICA;CIÊNCIAS EXATAS E DA TERRA;BIODIVERSIDADE;OCEANOGRAFIA BIOLÓGICA;PÓS-DOUTORADO;1
2010;RIO GRANDE;RS;SUL;42004012;UNIVERSIDADE FEDERAL DO RIO GRANDE;FURG;FEDERAL;CIMAR;42004012005P0;ENGENHARIA E CIÊNCIA DE ALIMENTOS;CIÊNCIAS AGRÁRIAS;CIÊNCIA DE ALIMENTOS;ENGENHARIA DE ALIMENTOS;DOUTORADO;4
2010;RIO GRANDE;RS;SUL;42004012;UNIVERSIDADE FEDERAL DO RIO GRANDE;FURG;FEDERAL;CIMAR;42004012005P0;ENGENHARIA E CIÊNCIA DE ALIMENTOS;CIÊNCIAS AGRÁRIAS;CIÊNCIA DE ALIMENTOS;ENGENHARIA DE ALIMENTOS;PÓS-DOUTORADO;1
2010;RIO GRANDE;RS;SUL;42004012;UNIVERSIDADE FEDERAL DO RIO GRANDE;FURG;FEDERAL;CIMAR;42004012007P2;OCEANOLOGIA;CIÊNCIAS EXATAS E DA TERRA;GEOCIÊNCIAS;GEOCIÊNCIAS;DOUTORADO;5
2010;RIO GRANDE;RS;SUL;42004012;UNIVERSIDADE FEDERAL DO RIO GRANDE;FURG;FEDERAL;CIMAR;42004012007P2;OCEANOLOGIA;CIÊNCIAS EXATAS E DA TERRA;GEOCIÊNCIAS;GEOCIÊNCIAS;MESTRADO;2
2010;RIO GRANDE;RS;SUL;42004012;UNIVERSIDADE FEDERAL DO RIO GRANDE;FURG;FEDERAL;CIMAR;42004012007P2;OCEANOLOGIA;CIÊNCIAS EXATAS E DA TERRA;GEOCIÊNCIAS;GEOCIÊNCIAS;PÓS-DOUTORADO;2
