AN_REFERENCIA;NM_MUNICIPIO_IES_CAPES;SG_UF_IES_CAPES;NM_REGIAO_IES_CAPES;CD_IES_CAPES;NM_IES_CAPES;SG_IES_CAPES;NM_NATUREZA_JURIDICA;SG_PROGRAMA_FOMENTO;CD_PROGRAMA;NM_PROGRAMA;NM_GRANDE_AREA;NM_AREA_AVALIACAO;NM_AREA_CONHECIMENTO;NM_NIVEL_PADRAO;QT_BOLSAS_CONCEDIDAS
2014;PORTO ALEGRE;RS;SUL;42001013;UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL;UFRGS;FEDERAL;DS;42001013105P5;CIÊNCIAS BIOLÓGICAS: FARMACOLOGIA E TERAPÊUTICA;CIÊNCIAS BIOLÓGICAS;CIÊNCIAS BIOLÓGICAS II;FARMACOLOGIA;MESTRADO;2
2014;PORTO ALEGRE;RS;SUL;42001013;UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL;UFRGS;FEDERAL;DS;42001013106P1;CIÊNCIAS DA SAÚDE: GINECOLOGIA E OBSTETRÍCIA;CIÊNCIAS DA SAÚDE;MEDICINA III;GINECOLOGIA E OBSTETRÍCIA;DOUTORADO;8
2014;PORTO ALEGRE;RS;SUL;42001013;UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL;UFRGS;FEDERAL;DS;42001013106P1;CIÊNCIAS DA SAÚDE: GINECOLOGIA E OBSTETRÍCIA;CIÊNCIAS DA SAÚDE;MEDICINA III;GINECOLOGIA E OBSTETRÍCIA;MESTRADO;4
2014;PORTO ALEGRE;RS;SUL;42001013;UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL;UFRGS;FEDERAL;DS;PRÓ-REITORIA;PRÓ-REITORIA;PRÓ-REITORIA;PRÓ-REITORIA;PRÓ-REITORIA;DOUTORADO;31
2014;PORTO ALEGRE;RS;SUL;42001013;UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL;UFRGS;FEDERAL;DS;PRÓ-REITORIA;PRÓ-REITORIA;PRÓ-REITORIA;PRÓ-REITORIA;PRÓ-REITORIA;MESTRADO;42
2014;SANTA MARIA;RS;SUL;42002010;UNIVERSIDADE FEDERAL DE SANTA MARIA;UFSM;FEDERAL;DS;42001013098P9;EDUCAÇÃO EM CIÊNCIAS QUÌMICA DA VIDA E SAÚDE ( UFSM - FURG);MULTIDISCIPLINAR;ENSINO;ENSINO;DOUTORADO;14
2014;SANTA MARIA;RS;SUL;42002010;UNIVERSIDADE FEDERAL DE SANTA MARIA;UFSM;FEDERAL;DS;42001013098P9;EDUCAÇÃO EM CIÊNCIAS QUÌMICA DA VIDA E SAÚDE ( UFSM - FURG);MULTIDISCIPLINAR;ENSINO;ENSINO;MESTRADO;15
2014;SANTA MARIA;RS;SUL;42002010;UNIVERSIDADE FEDERAL DE SANTA MARIA;UFSM;FEDERAL;DS;42002010001P5;EDUCAÇÃO;CIÊNCIAS HUMANAS;EDUCAÇÃO;EDUCAÇÃO;DOUTORADO;17
2014;SANTA MARIA;RS;SUL;42002010;UNIVERSIDADE FEDERAL DE SANTA MARIA;UFSM;FEDERAL;DS;42002010001P5;EDUCAÇÃO;CIÊNCIAS HUMANAS;EDUCAÇÃO;EDUCAÇÃO;MESTRADO;27
2014;SANTA MARIA;RS;SUL;42002010;UNIVERSIDADE FEDERAL DE SANTA MARIA;UFSM;FEDERAL;DS;42002010002P1;FILOSOFIA;CIÊNCIAS HUMANAS;FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA;FILOSOFIA;DOUTORADO;15
2014;SANTA MARIA;RS;SUL;42002010;UNIVERSIDADE FEDERAL DE SANTA MARIA;UFSM;FEDERAL;DS;42002010002P1;FILOSOFIA;CIÊNCIAS HUMANAS;FILOSOFIA/TEOLOGIA:subcomissão FILOSOFIA;FILOSOFIA;MESTRADO;19
2014;SANTA MARIA;RS;SUL;42002010;UNIVERSIDADE FEDERAL DE SANTA MARIA;UFSM;FEDERAL;DS;42002010003P8;ENGENHARIA ELÉTRICA;ENGENHARIAS;ENGENHARIAS IV;ENGENHARIA ELÉTRICA;DOUTORADO;23
2014;SANTA MARIA;RS;SUL;42002010;UNIVERSIDADE FEDERAL DE SANTA MARIA;UFSM;FEDERAL;DS;42002010003P8;ENGENHARIA ELÉTRICA;ENGENHARIAS;ENGENHARIAS IV;ENGENHARIA ELÉTRICA;MESTRADO;22
2014;SANTA MARIA;RS;SUL;42002010;UNIVERSIDADE FEDERAL DE SANTA MARIA;UFSM;FEDERAL;DS;42002010004P4;ENGENHARIA DE PRODUÇÃO;ENGENHARIAS;ENGENHARIAS III;ENGENHARIA DE PRODUÇÃO;MESTRADO;26
2014;SANTA MARIA;RS;SUL;42002010;UNIVERSIDADE FEDERAL DE SANTA MARIA;UFSM;FEDERAL;DS;42002010007P3;AGRONOMIA;CIÊNCIAS AGRÁRIAS;CIÊNCIAS AGRÁRIAS I;AGRONOMIA;DOUTORADO;33
2014;SANTA MARIA;RS;SUL;42002010;UNIVERSIDADE FEDERAL DE SANTA MARIA;UFSM;FEDERAL;DS;42002010007P3;AGRONOMIA;CIÊNCIAS AGRÁRIAS;CIÊNCIAS AGRÁRIAS I;AGRONOMIA;MESTRADO;28
2014;SANTA MARIA;RS;SUL;42002010;UNIVERSIDADE FEDERAL DE SANTA MARIA;UFSM;FEDERAL;DS;42002010008P0;ENGENHARIA AGRÍCOLA;CIÊNCIAS AGRÁRIAS;CIÊNCIAS AGRÁRIAS I;ENGENHARIA AGRÍCOLA;DOUTORADO;22
2014;SANTA MARIA;RS;SUL;42002010;UNIVERSIDADE FEDERAL DE SANTA MARIA;UFSM;FEDERAL;DS;42002010008P0;ENGENHARIA AGRÍCOLA;CIÊNCIAS AGRÁRIAS;CIÊNCIAS AGRÁRIAS I;ENGENHARIA AGRÍCOLA;MESTRADO;19
2014;SANTA MARIA;RS;SUL;42002010;UNIVERSIDADE FEDERAL DE SANTA MARIA;UFSM;FEDERAL;DS;42002010009P6;EXTENSÃO RURAL;CIÊNCIAS AGRÁRIAS;CIÊNCIAS AGRÁRIAS I;EXTENSÃO RURAL;DOUTORADO;16
2014;SANTA MARIA;RS;SUL;42002010;UNIVERSIDADE FEDERAL DE SANTA MARIA;UFSM;FEDERAL;DS;42002010009P6;EXTENSÃO RURAL;CIÊNCIAS AGRÁRIAS;CIÊNCIAS AGRÁRIAS I;EXTENSÃO RURAL;MESTRADO;19
2014;SANTA MARIA;RS;SUL;42002010;UNIVERSIDADE FEDERAL DE SANTA MARIA;UFSM;FEDERAL;DS;42002010010P4;ZOOTECNIA;CIÊNCIAS AGRÁRIAS;ZOOTECNIA / RECURSOS PESQUEIROS;ZOOTECNIA;DOUTORADO;34
2014;SANTA MARIA;RS;SUL;42002010;UNIVERSIDADE FEDERAL DE SANTA MARIA;UFSM;FEDERAL;DS;42002010010P4;ZOOTECNIA;CIÊNCIAS AGRÁRIAS;ZOOTECNIA / RECURSOS PESQUEIROS;ZOOTECNIA;MESTRADO;26
2014;SANTA MARIA;RS;SUL;42002010;UNIVERSIDADE FEDERAL DE SANTA MARIA;UFSM;FEDERAL;DS;42002010013P3;CIÊNCIA E TECNOLOGIA DOS ALIMENTOS;CIÊNCIAS AGRÁRIAS;CIÊNCIA DE ALIMENTOS;CIÊNCIA E TECNOLOGIA DE ALIMENTOS;DOUTORADO;22
2014;SANTA MARIA;RS;SUL;42002010;UNIVERSIDADE FEDERAL DE SANTA MARIA;UFSM;FEDERAL;DS;42002010013P3;CIÊNCIA E TECNOLOGIA DOS ALIMENTOS;CIÊNCIAS AGRÁRIAS;CIÊNCIA DE ALIMENTOS;CIÊNCIA E TECNOLOGIA DE ALIMENTOS;MESTRADO;23
2014;SANTA MARIA;RS;SUL;42002010;UNIVERSIDADE FEDERAL DE SANTA MARIA;UFSM;FEDERAL;DS;42002010014P0;LETRAS;LINGÜÍSTICA, LETRAS E ARTES;LETRAS / LINGUÍSTICA;LETRAS;DOUTORADO;21
2014;SANTA MARIA;RS;SUL;42002010;UNIVERSIDADE FEDERAL DE SANTA MARIA;UFSM;FEDERAL;DS;42002010014P0;LETRAS;LINGÜÍSTICA, LETRAS E ARTES;LETRAS / LINGUÍSTICA;LETRAS;MESTRADO;25
2014;SANTA MARIA;RS;SUL;42002010;UNIVERSIDADE FEDERAL DE SANTA MARIA;UFSM;FEDERAL;DS;42002010015P6;ENGENHARIA FLORESTAL;CIÊNCIAS AGRÁRIAS;CIÊNCIAS AGRÁRIAS I;RECURSOS FLORESTAIS E ENGENHARIA FLORESTAL;DOUTORADO;38
2014;SANTA MARIA;RS;SUL;42002010;UNIVERSIDADE FEDERAL DE SANTA MARIA;UFSM;FEDERAL;DS;42002010015P6;ENGENHARIA FLORESTAL;CIÊNCIAS AGRÁRIAS;CIÊNCIAS AGRÁRIAS I;RECURSOS FLORESTAIS E ENGENHARIA FLORESTAL;MESTRADO;24
2014;SANTA MARIA;RS;SUL;42002010;UNIVERSIDADE FEDERAL DE SANTA MARIA;UFSM;FEDERAL;DS;42002010017P9;DISTÚRBIOS DA COMUNICAÇÃO HUMANA;CIÊNCIAS DA SAÚDE;EDUCAÇÃO FÍSICA;FONOAUDIOLOGIA;DOUTORADO;14
2014;SANTA MARIA;RS;SUL;42002010;UNIVERSIDADE FEDERAL DE SANTA MARIA;UFSM;FEDERAL;DS;42002010017P9;DISTÚRBIOS DA COMUNICAÇÃO HUMANA;CIÊNCIAS DA SAÚDE;EDUCAÇÃO FÍSICA;FONOAUDIOLOGIA;MESTRADO;19
2014;SANTA MARIA;RS;SUL;42002010;UNIVERSIDADE FEDERAL DE SANTA MARIA;UFSM;FEDERAL;DS;42002010019P1;FÍSICA;CIÊNCIAS EXATAS E DA TERRA;ASTRONOMIA / FÍSICA;FÍSICA;DOUTORADO;27
2014;SANTA MARIA;RS;SUL;42002010;UNIVERSIDADE FEDERAL DE SANTA MARIA;UFSM;FEDERAL;DS;42002010019P1;FÍSICA;CIÊNCIAS EXATAS E DA TERRA;ASTRONOMIA / FÍSICA;FÍSICA;MESTRADO;10
2014;SANTA MARIA;RS;SUL;42002010;UNIVERSIDADE FEDERAL DE SANTA MARIA;UFSM;FEDERAL;DS;42002010020P0;ENGENHARIA CIVIL;ENGENHARIAS;ENGENHARIAS I;ENGENHARIA CIVIL;DOUTORADO;5
2014;SANTA MARIA;RS;SUL;42002010;UNIVERSIDADE FEDERAL DE SANTA MARIA;UFSM;FEDERAL;DS;42002010020P0;ENGENHARIA CIVIL;ENGENHARIAS;ENGENHARIAS I;ENGENHARIA CIVIL;MESTRADO;31
2014;SANTA MARIA;RS;SUL;42002010;UNIVERSIDADE FEDERAL DE SANTA MARIA;UFSM;FEDERAL;DS;42002010023P9;CIÊNCIAS BIOLÓGICAS (BIOQUÍMICA TOXICOLÓGICA);CIÊNCIAS BIOLÓGICAS;CIÊNCIAS BIOLÓGICAS II;BIOQUÍMICA;DOUTORADO;42
2014;SANTA MARIA;RS;SUL;42002010;UNIVERSIDADE FEDERAL DE SANTA MARIA;UFSM;FEDERAL;DS;42002010023P9;CIÊNCIAS BIOLÓGICAS (BIOQUÍMICA TOXICOLÓGICA);CIÊNCIAS BIOLÓGICAS;CIÊNCIAS BIOLÓGICAS II;BIOQUÍMICA;MESTRADO;26
2014;SANTA MARIA;RS;SUL;42002010;UNIVERSIDADE FEDERAL DE SANTA MARIA;UFSM;FEDERAL;DS;42002010025P1;GEOGRAFIA;CIÊNCIAS HUMANAS;GEOGRAFIA;GEOGRAFIA;DOUTORADO;11
2014;SANTA MARIA;RS;SUL;42002010;UNIVERSIDADE FEDERAL DE SANTA MARIA;UFSM;FEDERAL;DS;42002010025P1;GEOGRAFIA;CIÊNCIAS HUMANAS;GEOGRAFIA;GEOGRAFIA;MESTRADO;22
2014;SANTA MARIA;RS;SUL;42002010;UNIVERSIDADE FEDERAL DE SANTA MARIA;UFSM;FEDERAL;DS;42002010026P8;BIODIVERSIDADE ANIMAL;CIÊNCIAS BIOLÓGICAS;BIODIVERSIDADE;ZOOLOGIA;DOUTORADO;21
2014;SANTA MARIA;RS;SUL;42002010;UNIVERSIDADE FEDERAL DE SANTA MARIA;UFSM;FEDERAL;DS;42002010026P8;BIODIVERSIDADE ANIMAL;CIÊNCIAS BIOLÓGICAS;BIODIVERSIDADE;ZOOLOGIA;MESTRADO;18
2014;SANTA MARIA;RS;SUL;42002010;UNIVERSIDADE FEDERAL DE SANTA MARIA;UFSM;FEDERAL;DS;42002010027P4;CIÊNCIA DO SOLO;CIÊNCIAS AGRÁRIAS;CIÊNCIAS AGRÁRIAS I;AGRONOMIA;DOUTORADO;31
2014;SANTA MARIA;RS;SUL;42002010;UNIVERSIDADE FEDERAL DE SANTA MARIA;UFSM;FEDERAL;DS;42002010027P4;CIÊNCIA DO SOLO;CIÊNCIAS AGRÁRIAS;CIÊNCIAS AGRÁRIAS I;AGRONOMIA;MESTRADO;22
2014;SANTA MARIA;RS;SUL;42002010;UNIVERSIDADE FEDERAL DE SANTA MARIA;UFSM;FEDERAL;DS;42002010029P7;CIÊNCIAS FARMACÊUTICAS;CIÊNCIAS DA SAÚDE;FARMÁCIA;FARMÁCIA;DOUTORADO;14
2014;SANTA MARIA;RS;SUL;42002010;UNIVERSIDADE FEDERAL DE SANTA MARIA;UFSM;FEDERAL;DS;42002010029P7;CIÊNCIAS FARMACÊUTICAS;CIÊNCIAS DA SAÚDE;FARMÁCIA;FARMÁCIA;MESTRADO;22
2014;SANTA MARIA;RS;SUL;42002010;UNIVERSIDADE FEDERAL DE SANTA MARIA;UFSM;FEDERAL;DS;42002010030P5;ADMINISTRAÇÃO;CIÊNCIAS SOCIAIS APLICADAS;ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO;ADMINISTRAÇÃO;DOUTORADO;14
2014;SANTA MARIA;RS;SUL;42002010;UNIVERSIDADE FEDERAL DE SANTA MARIA;UFSM;FEDERAL;DS;42002010030P5;ADMINISTRAÇÃO;CIÊNCIAS SOCIAIS APLICADAS;ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO;ADMINISTRAÇÃO;MESTRADO;18
2014;SANTA MARIA;RS;SUL;42002010;UNIVERSIDADE FEDERAL DE SANTA MARIA;UFSM;FEDERAL;DS;42002010031P1;COMUNICAÇÃO;CIÊNCIAS SOCIAIS APLICADAS;CIÊNCIAS SOCIAIS APLICADAS I;COMUNICAÇÃO;DOUTORADO;15
2014;SANTA MARIA;RS;SUL;42002010;UNIVERSIDADE FEDERAL DE SANTA MARIA;UFSM;FEDERAL;DS;42002010031P1;COMUNICAÇÃO;CIÊNCIAS SOCIAIS APLICADAS;CIÊNCIAS SOCIAIS APLICADAS I;COMUNICAÇÃO;MESTRADO;17
2014;SANTA MARIA;RS;SUL;42002010;UNIVERSIDADE FEDERAL DE SANTA MARIA;UFSM;FEDERAL;DS;42002010032P8;FARMACOLOGIA;CIÊNCIAS BIOLÓGICAS;CIÊNCIAS BIOLÓGICAS II;FARMACOLOGIA;DOUTORADO;29
2014;SANTA MARIA;RS;SUL;42002010;UNIVERSIDADE FEDERAL DE SANTA MARIA;UFSM;FEDERAL;DS;42002010032P8;FARMACOLOGIA;CIÊNCIAS BIOLÓGICAS;CIÊNCIAS BIOLÓGICAS II;FARMACOLOGIA;MESTRADO;16
2014;SANTA MARIA;RS;SUL;42002010;UNIVERSIDADE FEDERAL DE SANTA MARIA;UFSM;FEDERAL;DS;42002010034P0;MATEMÁTICA;CIÊNCIAS EXATAS E DA TERRA;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA;MATEMÁTICA;MESTRADO;13
2014;SANTA MARIA;RS;SUL;42002010;UNIVERSIDADE FEDERAL DE SANTA MARIA;UFSM;FEDERAL;DS;42002010035P7;ENFERMAGEM;CIÊNCIAS DA SAÚDE;ENFERMAGEM;ENFERMAGEM;DOUTORADO;8
2014;SANTA MARIA;RS;SUL;42002010;UNIVERSIDADE FEDERAL DE SANTA MARIA;UFSM;FEDERAL;DS;42002010035P7;ENFERMAGEM;CIÊNCIAS DA SAÚDE;ENFERMAGEM;ENFERMAGEM;MESTRADO;17
2014;SANTA MARIA;RS;SUL;42002010;UNIVERSIDADE FEDERAL DE SANTA MARIA;UFSM;FEDERAL;DS;42002010036P3;CIÊNCIA DA COMPUTAÇÃO;CIÊNCIAS EXATAS E DA TERRA;CIÊNCIA DA COMPUTAÇÃO;CIÊNCIA DA COMPUTAÇÃO;MESTRADO;22
2014;SANTA MARIA;RS;SUL;42002010;UNIVERSIDADE FEDERAL DE SANTA MARIA;UFSM;FEDERAL;DS;42002010037P0;ARTES VISUAIS;LINGÜÍSTICA, LETRAS E ARTES;ARTES / MÚSICA;ARTES;MESTRADO;16
2014;SANTA MARIA;RS;SUL;42002010;UNIVERSIDADE FEDERAL DE SANTA MARIA;UFSM;FEDERAL;DS;42002010038P6;ENGENHARIA QUÍMICA;ENGENHARIAS;ENGENHARIAS II;ENGENHARIA QUÍMICA;MESTRADO;17
2014;SANTA MARIA;RS;SUL;42002010;UNIVERSIDADE FEDERAL DE SANTA MARIA;UFSM;FEDERAL;DS;42002010040P0;METEOROLOGIA;CIÊNCIAS EXATAS E DA TERRA;GEOCIÊNCIAS;METEOROLOGIA;DOUTORADO;14
2014;SANTA MARIA;RS;SUL;42002010;UNIVERSIDADE FEDERAL DE SANTA MARIA;UFSM;FEDERAL;DS;42002010040P0;METEOROLOGIA;CIÊNCIAS EXATAS E DA TERRA;GEOCIÊNCIAS;METEOROLOGIA;MESTRADO;11
2014;SANTA MARIA;RS;SUL;42002010;UNIVERSIDADE FEDERAL DE SANTA MARIA;UFSM;FEDERAL;DS;42002010041P7;CIÊNCIAS SOCIAIS;CIÊNCIAS HUMANAS;SOCIOLOGIA;SOCIOLOGIA;MESTRADO;16
2014;SANTA MARIA;RS;SUL;42002010;UNIVERSIDADE FEDERAL DE SANTA MARIA;UFSM;FEDERAL;DS;42002010042P3;CIÊNCIAS ODONTOLÓGICAS;CIÊNCIAS DA SAÚDE;ODONTOLOGIA;ODONTOLOGIA;DOUTORADO;9
2014;SANTA MARIA;RS;SUL;42002010;UNIVERSIDADE FEDERAL DE SANTA MARIA;UFSM;FEDERAL;DS;42002010042P3;CIÊNCIAS ODONTOLÓGICAS;CIÊNCIAS DA SAÚDE;ODONTOLOGIA;ODONTOLOGIA;MESTRADO;19
2014;SANTA MARIA;RS;SUL;42002010;UNIVERSIDADE FEDERAL DE SANTA MARIA;UFSM;FEDERAL;DS;42002010046P9;PSICOLOGIA;CIÊNCIAS HUMANAS;PSICOLOGIA;PSICOLOGIA;MESTRADO;15
2014;SANTA MARIA;RS;SUL;42002010;UNIVERSIDADE FEDERAL DE SANTA MARIA;UFSM;FEDERAL;DS;42002010047P5;AGROBIOLOGIA;CIÊNCIAS AGRÁRIAS;CIÊNCIAS AGRÁRIAS I;AGRONOMIA;MESTRADO;18
2014;SANTA MARIA;RS;SUL;42002010;UNIVERSIDADE FEDERAL DE SANTA MARIA;UFSM;FEDERAL;DS;42002010051P2;HISTÓRIA;CIÊNCIAS HUMANAS;HISTÓRIA;HISTÓRIA;MESTRADO;13
2014;SANTA MARIA;RS;SUL;42002010;UNIVERSIDADE FEDERAL DE SANTA MARIA;UFSM;FEDERAL;DS;42002010052P9;AGRONOMIA - AGRICULTURA E AMBIENTE;CIÊNCIAS AGRÁRIAS;CIÊNCIAS AGRÁRIAS I;AGRONOMIA;MESTRADO;16
2014;SANTA MARIA;RS;SUL;42002010;UNIVERSIDADE FEDERAL DE SANTA MARIA;UFSM;FEDERAL;DS;42002010053P5;ECONOMIA E DESENVOLVIMENTO;CIÊNCIAS SOCIAIS APLICADAS;ECONOMIA;ECONOMIA;MESTRADO;15
2014;SANTA MARIA;RS;SUL;42002010;UNIVERSIDADE FEDERAL DE SANTA MARIA;UFSM;FEDERAL;DS;42002010054P1;EDUCAÇÂO FISICA;CIÊNCIAS DA SAÚDE;EDUCAÇÃO FÍSICA;EDUCAÇÃO FÍSICA;MESTRADO;10
2014;SANTA MARIA;RS;SUL;42002010;UNIVERSIDADE FEDERAL DE SANTA MARIA;UFSM;FEDERAL;DS;42002010055P8;ENGENHARIA AMBIENTAL;ENGENHARIAS;ENGENHARIAS I;ENGENHARIA SANITÁRIA;MESTRADO;9
2014;SANTA MARIA;RS;SUL;42002010;UNIVERSIDADE FEDERAL DE SANTA MARIA;UFSM;FEDERAL;DS;42002010057P0;DIREITO;CIÊNCIAS SOCIAIS APLICADAS;DIREITO;DIREITOS ESPECIAIS;MESTRADO;9
2014;SANTA MARIA;RS;SUL;42002010;UNIVERSIDADE FEDERAL DE SANTA MARIA;UFSM;FEDERAL;DS;42002010058P7;EDUCAÇÃO MATEMÁTICA E ENSINO DE FÍSICA;MULTIDISCIPLINAR;ENSINO;ENSINO DE CIÊNCIAS E MATEMÁTICA;MESTRADO;4
2014;SANTA MARIA;RS;SUL;42002010;UNIVERSIDADE FEDERAL DE SANTA MARIA;UFSM;FEDERAL;DS;42002010059P3;GERONTOLOGIA;MULTIDISCIPLINAR;INTERDISCIPLINAR;SAÚDE E BIOLÓGICAS;MESTRADO;2
2014;SANTA MARIA;RS;SUL;42002010;UNIVERSIDADE FEDERAL DE SANTA MARIA;UFSM;FEDERAL;DS;PRÓ-REITORIA;PRÓ-REITORIA;PRÓ-REITORIA;PRÓ-REITORIA;PRÓ-REITORIA;DOUTORADO;11
2014;SANTA MARIA;RS;SUL;42002010;UNIVERSIDADE FEDERAL DE SANTA MARIA;UFSM;FEDERAL;DS;PRÓ-REITORIA;PRÓ-REITORIA;PRÓ-REITORIA;PRÓ-REITORIA;PRÓ-REITORIA;MESTRADO;32
2014;PELOTAS;RS;SUL;42003016;UNIVERSIDADE FEDERAL DE PELOTAS;UFPEL;FEDERAL;DS;42003016001P8;ODONTOLOGIA;CIÊNCIAS DA SAÚDE;ODONTOLOGIA;ODONTOLOGIA;DOUTORADO;17
2014;PELOTAS;RS;SUL;42003016;UNIVERSIDADE FEDERAL DE PELOTAS;UFPEL;FEDERAL;DS;42003016001P8;ODONTOLOGIA;CIÊNCIAS DA SAÚDE;ODONTOLOGIA;ODONTOLOGIA;MESTRADO;13
2014;PELOTAS;RS;SUL;42003016;UNIVERSIDADE FEDERAL DE PELOTAS;UFPEL;FEDERAL;DS;42003016007P6;ZOOTECNIA;CIÊNCIAS AGRÁRIAS;ZOOTECNIA / RECURSOS PESQUEIROS;ZOOTECNIA;DOUTORADO;22
2014;PELOTAS;RS;SUL;42003016;UNIVERSIDADE FEDERAL DE PELOTAS;UFPEL;FEDERAL;DS;42003016007P6;ZOOTECNIA;CIÊNCIAS AGRÁRIAS;ZOOTECNIA / RECURSOS PESQUEIROS;ZOOTECNIA;MESTRADO;19
2014;PELOTAS;RS;SUL;42003016;UNIVERSIDADE FEDERAL DE PELOTAS;UFPEL;FEDERAL;DS;42003016008P2;VETERINÁRIA;CIÊNCIAS AGRÁRIAS;MEDICINA VETERINÁRIA;MEDICINA VETERINÁRIA;DOUTORADO;21
2014;PELOTAS;RS;SUL;42003016;UNIVERSIDADE FEDERAL DE PELOTAS;UFPEL;FEDERAL;DS;42003016008P2;VETERINÁRIA;CIÊNCIAS AGRÁRIAS;MEDICINA VETERINÁRIA;MEDICINA VETERINÁRIA;MESTRADO;24
2014;PELOTAS;RS;SUL;42003016;UNIVERSIDADE FEDERAL DE PELOTAS;UFPEL;FEDERAL;DS;42003016009P9;CIÊNCIA E TECNOLOGIA DE ALIMENTOS;CIÊNCIAS AGRÁRIAS;CIÊNCIA DE ALIMENTOS;TECNOLOGIA DE ALIMENTOS;DOUTORADO;29
2014;PELOTAS;RS;SUL;42003016;UNIVERSIDADE FEDERAL DE PELOTAS;UFPEL;FEDERAL;DS;42003016009P9;CIÊNCIA E TECNOLOGIA DE ALIMENTOS;CIÊNCIAS AGRÁRIAS;CIÊNCIA DE ALIMENTOS;TECNOLOGIA DE ALIMENTOS;MESTRADO;17
2014;PELOTAS;RS;SUL;42003016;UNIVERSIDADE FEDERAL DE PELOTAS;UFPEL;FEDERAL;DS;42003016010P7;AGRONOMIA;CIÊNCIAS AGRÁRIAS;CIÊNCIAS AGRÁRIAS I;AGRONOMIA;DOUTORADO;32
2014;PELOTAS;RS;SUL;42003016;UNIVERSIDADE FEDERAL DE PELOTAS;UFPEL;FEDERAL;DS;42003016010P7;AGRONOMIA;CIÊNCIAS AGRÁRIAS;CIÊNCIAS AGRÁRIAS I;AGRONOMIA;MESTRADO;23
2014;PELOTAS;RS;SUL;42003016;UNIVERSIDADE FEDERAL DE PELOTAS;UFPEL;FEDERAL;DS;42003016014P2;EDUCAÇÃO;CIÊNCIAS HUMANAS;EDUCAÇÃO;EDUCAÇÃO;DOUTORADO;20
2014;PELOTAS;RS;SUL;42003016;UNIVERSIDADE FEDERAL DE PELOTAS;UFPEL;FEDERAL;DS;42003016014P2;EDUCAÇÃO;CIÊNCIAS HUMANAS;EDUCAÇÃO;EDUCAÇÃO;MESTRADO;16
2014;PELOTAS;RS;SUL;42003016;UNIVERSIDADE FEDERAL DE PELOTAS;UFPEL;FEDERAL;DS;42003016016P5;CIÊNCIA E TECNOLOGIA DE SEMENTES;CIÊNCIAS AGRÁRIAS;CIÊNCIAS AGRÁRIAS I;AGRONOMIA;DOUTORADO;26
2014;PELOTAS;RS;SUL;42003016;UNIVERSIDADE FEDERAL DE PELOTAS;UFPEL;FEDERAL;DS;42003016016P5;CIÊNCIA E TECNOLOGIA DE SEMENTES;CIÊNCIAS AGRÁRIAS;CIÊNCIAS AGRÁRIAS I;AGRONOMIA;MESTRADO;16
2014;PELOTAS;RS;SUL;42003016;UNIVERSIDADE FEDERAL DE PELOTAS;UFPEL;FEDERAL;DS;42003016017P1;FISIOLOGIA VEGETAL;CIÊNCIAS AGRÁRIAS;CIÊNCIAS AGRÁRIAS I;AGRONOMIA;DOUTORADO;22
2014;PELOTAS;RS;SUL;42003016;UNIVERSIDADE FEDERAL DE PELOTAS;UFPEL;FEDERAL;DS;42003016017P1;FISIOLOGIA VEGETAL;CIÊNCIAS AGRÁRIAS;CIÊNCIAS AGRÁRIAS I;AGRONOMIA;MESTRADO;12
2014;PELOTAS;RS;SUL;42003016;UNIVERSIDADE FEDERAL DE PELOTAS;UFPEL;FEDERAL;DS;42003016018P8;FITOSSANIDADE;CIÊNCIAS AGRÁRIAS;CIÊNCIAS AGRÁRIAS I;FITOSSANIDADE;DOUTORADO;25
2014;PELOTAS;RS;SUL;42003016;UNIVERSIDADE FEDERAL DE PELOTAS;UFPEL;FEDERAL;DS;42003016018P8;FITOSSANIDADE;CIÊNCIAS AGRÁRIAS;CIÊNCIAS AGRÁRIAS I;FITOSSANIDADE;MESTRADO;24
2014;PELOTAS;RS;SUL;42003016;UNIVERSIDADE FEDERAL DE PELOTAS;UFPEL;FEDERAL;DS;42003016019P4;METEOROLOGIA;CIÊNCIAS EXATAS E DA TERRA;GEOCIÊNCIAS;GEOCIÊNCIAS;MESTRADO;10
2014;PELOTAS;RS;SUL;42003016;UNIVERSIDADE FEDERAL DE PELOTAS;UFPEL;FEDERAL;DS;42003016020P2;BIOTECNOLOGIA;MULTIDISCIPLINAR;BIOTECNOLOGIA;BIOTECNOLOGIA;DOUTORADO;31
2014;PELOTAS;RS;SUL;42003016;UNIVERSIDADE FEDERAL DE PELOTAS;UFPEL;FEDERAL;DS;42003016020P2;BIOTECNOLOGIA;MULTIDISCIPLINAR;BIOTECNOLOGIA;BIOTECNOLOGIA;MESTRADO;18
